qid
310834455
266096737
373911827
320600527
266096737
373911827
264848700
20686678
264848700
333016997
320600527
320600527
369365889
337981753
324316989
67900135
68244838
296166356
40031307
40031307
279805248
62103814
62103814
306052904
279805248
306052904
327917862
307044624
327917862
265400537
265120544
288637781
265120544
288637781
285339969
285339969
274855439
291846634
291846634
329548598
278235595
349376136
290631904
274855439
278235595
329548598
335977305
263786975
335977305
263786975
297043367
287174961
297043367
287187111
353595349
315823554
353595349
331786208
349376136
286694020
287322922
264351398
288718045
283116533
371343089
341247425
286694020
283116533
290593220
265586298
287174961
342983647
324164510
324164510
342983647
287227891
331862435
272105541
304338390
359340316
306321267
283223144
285124384
355675160
303780689
292437077
268051030
359340316
313373247
265661767
276368016
296287947
285913262
279704444
265661767
341380444
353061375
313338128
308334175
290593220
280978185
341247425
339457099
292093963
292093963
365814740
320110801
292437077
288718045
263335582
344035774
334310368
307252713
286571123
285913262
285124384
333048804
317369915
313251162
286069188
266150710
267241711
267241711
24526262
24526262
24150448
24150448
50875725
50875725
67237442
38814801
67237442
38814801
278174656
67034964
67034964
263406869
263406869
263514822
263514822
68487420
52493447
68739002
51548240
68739002
52493447
51548240
297142432
307739331
297142432
59273984
306317325
50584751
269562304
283257136
270526058
67900135
68244838
296166356
40031307
40031307
279805248
62103814
62103814
306052904
279805248
306052904
327917862
307044624
327917862
265400537
265120544
288637781
265120544
288637781
285339969
285339969
274855439
291846634
291846634
329548598
278235595
349376136
290631904
274855439
278235595
329548598
335977305
263786975
335977305
263786975
297043367
287174961
297043367
287187111
353595349
315823554
353595349
331786208
349376136
286694020
287322922
264351398
288718045
283116533
371343089
341247425
286694020
283116533
290593220
265586298
287174961
342983647
324164510
324164510
342983647
287227891
331862435
272105541
304338390
359340316
306321267
283223144
285124384
320110801
296287947
265661767
265017134
355675160
303780689
292437077
268051030
359340316
313373247
265661767
276368016
296287947
285913262
279704444
265661767
341380444
353061375
313338128
308334175
290593220
280978185
341247425
339457099
292093963
292093963
365814740
320110801
292437077
288718045
263335582
344035774
334310368
307252713
286571123
285913262
285124384
333048804
317369915
313251162
286069188
266150710
267241711
267241711
24526262
24526262
24150448
24150448
50875725
50875725
67237442
38814801
67237442
38814801
278174656
67034964
67034964
263406869
263406869
263514822
263514822
68487420
52493447
68739002
51548240
